period,reporterISO,reporterDesc,total_exports_usd
1999,SWE,Sweden,75660616644.0
2000,SWE,Sweden,86937360869.0
2000,SWZ,Eswatini,889313066.0
1995,SYC,Seychelles,53127636.0
1996,SYC,Seychelles,139353280.0
1997,SYC,Seychelles,113656443.0
1998,SYC,Seychelles,121531181.0
1999,SYC,Seychelles,144963884.0
2000,SYC,Seychelles,193679154.0
1999,TCA,Turks and Caicos Isds,7672414.0
2000,TCA,Turks and Caicos Isds,8844263.0
1995,TGO,Togo,382754176.0
1996,TGO,Togo,409621280.0
1997,TGO,Togo,348150816.0
1998,TGO,Togo,393420480.0
1999,TGO,Togo,360342976.0
2000,TGO,Togo,191988850.0
1995,THA,Thailand,56439341056.0
1996,THA,Thailand,55678127622.0
1997,THA,Thailand,58282513306.0
1998,THA,Thailand,53583494946.0
1999,THA,Thailand,58423032127.0
2000,THA,Thailand,68818989570.0
2000,TJK,Tajikistan,692346000.0
1997,TKM,Turkmenistan,751093563.0
1998,TKM,Turkmenistan,593857678.0
1999,TKM,Turkmenistan,1186990848.0
2000,TKM,Turkmenistan,2505545544.0
2000,TON,Tonga,8901497.0
1995,TTO,Trinidad and Tobago,2466979328.0
1996,TTO,Trinidad and Tobago,2569243648.0
1997,TTO,Trinidad and Tobago,2569609984.0
1998,TTO,Trinidad and Tobago,2263757312.0
1999,TTO,Trinidad and Tobago,2805664263.0
2000,TTO,Trinidad and Tobago,4273696871.0
1995,TUN,Tunisia,5474626110.0
1996,TUN,Tunisia,5517318144.0
1997,TUN,Tunisia,5559370752.0
1998,TUN,Tunisia,5737912832.0
1999,TUN,Tunisia,5788034048.0
2000,TUN,Tunisia,5850025809.0
1995,TUR,Türkiye,21598625792.0
1996,TUR,Türkiye,23047716864.0
1997,TUR,Türkiye,26244683776.0
1998,TUR,Türkiye,26881361920.0
1999,TUR,Türkiye,26587173645.0
2000,TUR,Türkiye,27774906045.0
1997,TZA,United Rep. of Tanzania,598168576.0
1998,TZA,United Rep. of Tanzania,630078400.0
1999,TZA,United Rep. of Tanzania,642050059.0
2000,TZA,United Rep. of Tanzania,655840668.0
1995,UGA,Uganda,575277440.0
1996,UGA,Uganda,714734336.0
1997,UGA,Uganda,402403200.0
1998,UGA,Uganda,509850848.0
1999,UGA,Uganda,505700680.0
2000,UGA,Uganda,402823507.0
1996,UKR,Ukraine,14400242688.0
1997,UKR,Ukraine,14217475072.0
1998,UKR,Ukraine,12637410304.0
1999,UKR,Ukraine,11581572096.0
2000,UKR,Ukraine,14572550140.0
1995,URY,Uruguay,2106174080.0
1996,URY,Uruguay,2397445376.0
1997,URY,Uruguay,2729518080.0
1998,URY,Uruguay,2769650688.0
1999,URY,Uruguay,2237041803.0
2000,URY,Uruguay,2295400680.0
1995,USA,USA,582964674560.0
1996,USA,USA,622784142733.0
1997,USA,USA,687532541990.0
1998,USA,USA,680434596823.0
1999,USA,USA,692783783523.0
2000,USA,USA,781830672843.0
1995,VCT,Saint Vincent and the Grenadines,59372568.0
1996,VCT,Saint Vincent and the Grenadines,50370012.0
1997,VCT,Saint Vincent and the Grenadines,46063944.0
1998,VCT,Saint Vincent and the Grenadines,49645860.0
1999,VCT,Saint Vincent and the Grenadines,49406644.0
2000,VCT,Saint Vincent and the Grenadines,50590162.0
1995,VEN,Venezuela,19093022720.0
1996,VEN,Venezuela,23072342016.0
1997,VEN,Venezuela,22889846784.0
1998,VEN,Venezuela,17054107648.0
1999,VEN,Venezuela,20076191895.0
2000,VEN,Venezuela,30948109688.0
2000,VNM,Viet Nam,14482743000.0
2000,VUT,Vanuatu,23327961.0
1995,ZA1,Southern African Customs Union (...1999),28226242560.0
1996,ZA1,Southern African Customs Union (...1999),23468783616.0
1997,ZA1,Southern African Customs Union (...1999),22485379072.0
1998,ZA1,Southern African Customs Union (...1999),19586019328.0
1999,ZA1,Southern African Customs Union (...1999),23188553728.0
2000,ZAF,South Africa,26297951898.0
1995,ZMB,Zambia,1055005568.0
1996,ZMB,Zambia,926349468.0
1997,ZMB,Zambia,1123429439.0
1998,ZMB,Zambia,1032256960.0
1999,ZMB,Zambia,1062903296.0
2000,ZMB,Zambia,887567095.0
1995,ZWE,Zimbabwe,1845905792.0
2000,ZWE,Zimbabwe,1607052525.67
