period,reporterISO,reporterDesc,total_exports_usd
2001,NOR,Norway,59219407248.087
2002,NOR,Norway,59624111556.244
2003,NOR,Norway,67913165672.413
2004,NOR,Norway,82399847439.155
2005,NOR,Norway,103804221826.355
2006,NOR,Norway,122080570475.51
2003,NPL,Nepal,652694661.0
2001,NZL,New Zealand,13729685053.0
2002,NZL,New Zealand,14382443911.0
2003,NZL,New Zealand,16526851374.0
2004,NZL,New Zealand,20344022597.0
2005,NZL,New Zealand,21728543959.0
2006,NZL,New Zealand,22409180133.0
2001,OMN,Oman,11073950286.0
2002,OMN,Oman,11237018603.0
2003,OMN,Oman,12196357810.0
2004,OMN,Oman,13380753022.0
2005,OMN,Oman,18691545782.0
2006,OMN,Oman,21585732783.0
2003,PAK,Pakistan,11930076043.0
2004,PAK,Pakistan,12585423641.0
2005,PAK,Pakistan,16050200728.0
2006,PAK,Pakistan,16932873212.0
2001,PAN,Panama,809045459.0
2002,PAN,Panama,759613136.0
2003,PAN,Panama,804989676.0
2004,PAN,Panama,891105142.0
2005,PAN,Panama,963215608.0
2006,PAN,Panama,8033926025.0
2001,PER,Peru,6825610607.0
2002,PER,Peru,7665213522.0
2003,PER,Peru,9026639026.0
2004,PER,Peru,12726496792.0
2005,PER,Peru,17114288769.0
2006,PER,Peru,23764896761.0
2001,PHL,Philippines,32150202592.0
2002,PHL,Philippines,35208158692.0
2003,PHL,Philippines,36231205444.0
2004,PHL,Philippines,39680520434.0
2005,PHL,Philippines,41254683469.0
2006,PHL,Philippines,47410117340.0
2001,PNG,Papua New Guinea,1804723773.0
2002,PNG,Papua New Guinea,1625122715.0
2003,PNG,Papua New Guinea,2260093417.0
2004,PNG,Papua New Guinea,2722217200.0
2001,POL,Poland,35367141000.0
2002,POL,Poland,40253902000.0
2003,POL,Poland,52755502000.0
2004,POL,Poland,73778879602.0
2005,POL,Poland,89378002388.0
2006,POL,Poland,109584070673.0
2001,PRT,Portugal,24086405739.0
2002,PRT,Portugal,25825579640.0
2003,PRT,Portugal,31833580815.0
2004,PRT,Portugal,44354988764.0
2005,PRT,Portugal,38672068551.0
2006,PRT,Portugal,44777435756.0
2001,PRY,Paraguay,2356518656.0
2002,PRY,Paraguay,2328799961.0
2003,PRY,Paraguay,2584532112.0
2004,PRY,Paraguay,2874456410.0
2005,PRY,Paraguay,3152567667.0
2006,PRY,Paraguay,3472353969.0
2001,PYF,French Polynesia,175563339.0
2002,PYF,French Polynesia,166790524.0
2003,PYF,French Polynesia,149899561.0
2004,PYF,French Polynesia,185312113.0
2005,PYF,French Polynesia,210286560.0
2006,PYF,French Polynesia,186315623.0
2001,QAT,Qatar,10705850368.0
2002,QAT,Qatar,8230923776.0
2003,QAT,Qatar,13382576972.793
2004,QAT,Qatar,18685061094.007
2005,QAT,Qatar,25762497881.0
2006,QAT,Qatar,34051306773.0
2001,ROU,Romania,11384993946.81
2002,ROU,Romania,13875689074.06
2003,ROU,Romania,17618055327.28
2004,ROU,Romania,23485311856.3
2005,ROU,Romania,27729576248.0
2006,ROU,Romania,32633852030.4
2001,RUS,Russian Federation,99868397027.0
2002,RUS,Russian Federation,106691997872.0
2003,RUS,Russian Federation,133655685163.0
2004,RUS,Russian Federation,181600379150.0
2005,RUS,Russian Federation,241451656882.0
2006,RUS,Russian Federation,301550665536.0
2001,RWA,Rwanda,186706562.0
2002,RWA,Rwanda,54109342.0
2003,RWA,Rwanda,51277158.0
2004,RWA,Rwanda,99542150.0
2005,RWA,Rwanda,149908338.0
2006,RWA,Rwanda,143309309.0
2001,S19,"Other Asia, nes",122865858265.0
2002,S19,"Other Asia, nes",130602440143.0
2003,S19,"Other Asia, nes",150600177700.0
2004,S19,"Other Asia, nes",174316262862.0
2005,S19,"Other Asia, nes",189393122087.0
2006,S19,"Other Asia, nes",224011893303.0
2001,SAU,Saudi Arabia,67674040859.0
2002,SAU,Saudi Arabia,72128962428.0
2003,SAU,Saudi Arabia,92765581557.0
2004,SAU,Saudi Arabia,125551144672.0
2005,SAU,Saudi Arabia,180277726927.0
2006,SAU,Saudi Arabia,210823971728.0
2001,SCG,Serbia and Montenegro (...2005),1903293491.0
2002,SCG,Serbia and Montenegro (...2005),2275037413.0
2004,SCG,Serbia and Montenegro (...2005),3801328238.0
2001,SDN,Sudan (...2011),1819744601.262
2002,SDN,Sudan (...2011),1243229313.835
2003,SDN,Sudan (...2011),2606676168.363
2004,SDN,Sudan (...2011),3611837006.38
2005,SDN,Sudan (...2011),4502541102.922
2006,SDN,Sudan (...2011),5252572792.626
2001,SEN,Senegal,782404578.0
2002,SEN,Senegal,690797399.0
2003,SEN,Senegal,1154534363.0
2004,SEN,Senegal,1315412288.0
2005,SEN,Senegal,1470807171.0
2006,SEN,Senegal,1491565996.0
2001,SGP,Singapore,121753788784.0
2002,SGP,Singapore,125177090679.0
2003,SGP,Singapore,159963347826.0
2004,SGP,Singapore,198632635437.0
2005,SGP,Singapore,230343507443.0
2006,SGP,Singapore,273382012980.0
2002,SLB,Solomon Isds,41723892.0
2003,SLB,Solomon Isds,66628867.0
2004,SLB,Solomon Isds,85651964.0
2005,SLB,Solomon Isds,70436539.0
2006,SLB,Solomon Isds,121620058.0
2002,SLE,Sierra Leone,41421968.0
2001,SLV,El Salvador,4436458309.77
2002,SLV,El Salvador,4720287820.23
2003,SLV,El Salvador,4949389080.39
2004,SLV,El Salvador,5251899751.05
2005,SLV,El Salvador,3436475784.33
2006,SLV,El Salvador,3729992948.49
2006,SRB,Serbia,6427891860.0
2001,STP,Sao Tome and Principe,2622666.0
2002,STP,Sao Tome and Principe,4990162.0
2003,STP,Sao Tome and Principe,6628901.0
2004,STP,Sao Tome and Principe,3553080.0
2005,STP,Sao Tome and Principe,3416365.0
2006,STP,Sao Tome and Principe,3873963.0
2001,SUR,Suriname,395746062.0
2002,SUR,Suriname,460203089.0
2003,SUR,Suriname,605873240.0
2004,SUR,Suriname,807597602.0
2005,SUR,Suriname,997420810.0
2006,SUR,Suriname,1174596063.0
2001,SVK,Slovakia,12635923084.0
2002,SVK,Slovakia,14477417105.0
2003,SVK,Slovakia,21916964382.0
2004,SVK,Slovakia,27864033854.0
2005,SVK,Slovakia,31852133630.0
2006,SVK,Slovakia,41686247338.0
2001,SVN,Slovenia,9252429928.0
2002,SVN,Slovenia,10356930502.0
2003,SVN,Slovenia,12766870956.0
2004,SVN,Slovenia,15878765740.0
2005,SVN,Slovenia,17896024019.0
2006,SVN,Slovenia,20982712891.0
2001,SWE,Sweden,76303316484.0
2002,SWE,Sweden,82983411602.0
2003,SWE,Sweden,102410949441.0
2004,SWE,Sweden,123309700172.0
2005,SWE,Sweden,130263720466.0
2006,SWE,Sweden,147370407950.0
2001,SWZ,Eswatini,781588160.0
2002,SWZ,Eswatini,1086820422.0
2003,SWZ,Eswatini,1654597162.0
2004,SWZ,Eswatini,2138809378.0
2005,SWZ,Eswatini,1277781806.0
2006,SWZ,Eswatini,1462821740.0
2001,SYC,Seychelles,216156836.0
2002,SYC,Seychelles,226796265.0
2003,SYC,Seychelles,716131489.623
2004,SYC,Seychelles,812925961.795
2005,SYC,Seychelles,790755917.187
2006,SYC,Seychelles,1076992781.842
2001,SYR,Syria,20798641934.0
2002,SYR,Syria,26931134443.0
2003,SYR,Syria,23611522866.0
2004,SYR,Syria,22177268069.0
2005,SYR,Syria,6449881887.0
2006,SYR,Syria,10919370783.0
2001,TCA,Turks and Caicos Isds,7285904.0
2002,TCA,Turks and Caicos Isds,8706866.0
2003,TCA,Turks and Caicos Isds,9847368.0
2004,TCA,Turks and Caicos Isds,12212036.0
2005,TCA,Turks and Caicos Isds,14715984.0
2006,TCA,Turks and Caicos Isds,17610457.0
2001,TGO,Togo,220245828.0
2002,TGO,Togo,250598290.0
2003,TGO,Togo,494569945.0
2004,TGO,Togo,389639467.0
2005,TGO,Togo,359904145.0
2001,THA,Thailand,64919225910.0
2002,THA,Thailand,68107865050.0
2003,THA,Thailand,80323274404.0
2004,THA,Thailand,96247901276.0
2005,THA,Thailand,110110034192.0
2006,THA,Thailand,130580046120.0
2004,TLS,Timor-Leste,105654155.0
2005,TLS,Timor-Leste,43450997.0
2001,TON,Tonga,6762113.0
2002,TON,Tonga,13786675.0
2003,TON,Tonga,16384537.0
2004,TON,Tonga,15710546.0
2005,TON,Tonga,10071501.0
2006,TON,Tonga,9581802.0
2001,TTO,Trinidad and Tobago,5115437006.0
2002,TTO,Trinidad and Tobago,3853328894.0
2003,TTO,Trinidad and Tobago,5241276859.0
2004,TTO,Trinidad and Tobago,6517202314.0
2005,TTO,Trinidad and Tobago,9611480341.0
2006,TTO,Trinidad and Tobago,14018733574.0
2001,TUN,Tunisia,6608604992.0
2002,TUN,Tunisia,6871227940.0
2003,TUN,Tunisia,8026777787.0
2004,TUN,Tunisia,9684721716.0
2005,TUN,Tunisia,10493619813.0
2006,TUN,Tunisia,11694350650.0
2001,TUR,Türkiye,31333944395.0
2002,TUR,Türkiye,36059088599.0
2003,TUR,Türkiye,47252563934.0
2004,TUR,Türkiye,63167152820.0
2005,TUR,Türkiye,73476408143.0
2006,TUR,Türkiye,85534462303.0
2002,TUV,Tuvalu,137814.0
2003,TUV,Tuvalu,97545.0
2004,TUV,Tuvalu,133601.0
2005,TUV,Tuvalu,62431.0
2001,TZA,United Rep. of Tanzania,768322740.0
2002,TZA,United Rep. of Tanzania,901362265.0
2003,TZA,United Rep. of Tanzania,1132004180.0
2004,TZA,United Rep. of Tanzania,1473113396.0
2005,TZA,United Rep. of Tanzania,1671777582.0
2006,TZA,United Rep. of Tanzania,1864681470.0
2001,UGA,Uganda,450527172.0
2002,UGA,Uganda,467380001.0
2003,UGA,Uganda,531599858.0
2004,UGA,Uganda,653542400.0
2005,UGA,Uganda,812809548.0
2006,UGA,Uganda,962193421.0
2001,UKR,Ukraine,16264734340.0
2002,UKR,Ukraine,17927432230.0
2003,UKR,Ukraine,23066845560.0
2004,UKR,Ukraine,32666131940.0
2005,UKR,Ukraine,34227973958.0
2006,UKR,Ukraine,38367609299.0
2001,URY,Uruguay,2057579754.0
2002,URY,Uruguay,1861037660.0
2003,URY,Uruguay,2208149687.0
2004,URY,Uruguay,2937228124.0
2005,URY,Uruguay,3421891841.0
2006,URY,Uruguay,3989321195.0
2001,USA,USA,729080421077.0
2002,USA,USA,693068306701.0
2003,USA,USA,724736583355.0
2004,USA,USA,814844394245.0
2005,USA,USA,901041411256.0
2006,USA,USA,1037029245257.0
2001,VCT,Saint Vincent and the Grenadines,44600752.0
2002,VCT,Saint Vincent and the Grenadines,39295543.0
2003,VCT,Saint Vincent and the Grenadines,37852177.0
2004,VCT,Saint Vincent and the Grenadines,36610705.0
2005,VCT,Saint Vincent and the Grenadines,39881288.0
2006,VCT,Saint Vincent and the Grenadines,38106987.0
2001,VEN,Venezuela,25304275826.0
2002,VEN,Venezuela,23987243772.0
2003,VEN,Venezuela,24974284733.0
2004,VEN,Venezuela,39886652066.0
2005,VEN,Venezuela,55412877449.0
2006,VEN,Venezuela,61385240164.0
2001,VNM,Viet Nam,15029192447.0
2002,VNM,Viet Nam,16706052543.0
2003,VNM,Viet Nam,20149323745.0
2004,VNM,Viet Nam,26485034706.0
2005,VNM,Viet Nam,32447129167.0
2006,VNM,Viet Nam,39826222802.0
2006,VUT,Vanuatu,36698396.0
2001,WSM,Samoa,62670364.0
2002,WSM,Samoa,71468461.0
2003,WSM,Samoa,87124747.0
2004,WSM,Samoa,85225566.0
2005,WSM,Samoa,87170055.0
2006,WSM,Samoa,65146872.0
2004,YEM,Yemen,4072486780.0
2005,YEM,Yemen,5607665601.0
2006,YEM,Yemen,6654084088.0
2001,ZAF,South Africa,25997548577.0
2002,ZAF,South Africa,23064420006.0
2003,ZAF,South Africa,31635889150.0
2004,ZAF,South Africa,40263523063.0
2005,ZAF,South Africa,46991046533.0
2006,ZAF,South Africa,52601759841.0
2001,ZMB,Zambia,1015759028.0
2002,ZMB,Zambia,998618798.0
2003,ZMB,Zambia,1019305480.0
2004,ZMB,Zambia,1616178594.0
2005,ZMB,Zambia,2206136798.0
2006,ZMB,Zambia,3805186863.0
2001,ZWE,Zimbabwe,1120045146.82
2002,ZWE,Zimbabwe,2153577443.748
2003,ZWE,Zimbabwe,1512803757.25
2004,ZWE,Zimbabwe,2719242678.452
2005,ZWE,Zimbabwe,1878365444.771
2006,ZWE,Zimbabwe,5775966939.876
